"scenario","tag","vus","records","depth","sizeKb","duration","requests","rps","latencyAvg","latencyMed","latencyP90","latencyP95","latencyP99","latencyMax","dataReceivedBytes","dataSentBytes","failed"
"perf-test","express-app-v5.2.1",200,100,"","","60s",11481,161.45375069226944,859.7900144706911,843.472184,1508.513417,1829.335568,2462.4542776000008,4802.171457,838457430,5833872,0
"perf-test","express-app-v5.2.1",50,100,"","","60s",11617,165.37272058832832,207.62819643815146,181.510635,404.37711459999986,497.8912705999999,706.4669975200001,1256.27371,848389510,5901436,0
"perf-test","express-app-v5.2.1",1,10,"","","60s",24110,344.4246155839323,1.7067895721692141,1.624104,2.7615580000000004,3.01061495,3.9248391999999996,23.711216,179498950,12223770,0
"perf-test","express-app-v5.2.1",100,10,"","","60s",99436,1419.1213456369885,62.639115282533474,64.0608895,92.031759,104.4653435,140.95315184999998,709.288141,740301020,50414052,0
"perf-test","express-app-v5.2.1",200,10,"","","60s",97237,1385.232892708391,121.65342449516137,124.921637,186.62324460000002,209.15889779999998,285.6936306,1046.420355,723929465,49299159,0
"perf-test","express-app-v5.2.1",50,10,"","","60s",100877,1440.4493112857424,30.273431987360798,30.047558,46.22527440000001,52.493734999999994,70.83519364000007,318.386467,751029265,51144639,0
"perf-test","express-app-v5.2.1",1,1,"","","60s",42772,611.0183646024693,1.3389381911530802,1.3210715,1.7263749,2.1034129499999996,2.915044000000001,19.120892,41446068,21642632,0
"perf-test","express-app-v5.2.1",100,1,"","","60s",180514,2577.587356228679,35.80702005959663,32.682225,74.053475,90.37952,119.59964152999994,590.357398,174918066,91340084,0
"perf-test","express-app-v5.2.1",200,1,"","","60s",178880,2551.8181665648794,72.52821978564394,71.061728,114.683216,129.20558344999998,156.59088769999994,250.976181,173334720,90513280,0
"perf-test","express-app-v5.2.1",50,1,"","","60s",185034,2642.367923109745,17.375869383653697,15.972217,34.486411000000004,41.05786465000001,56.21529600000001,284.914355,179297946,93627204,0
"perf-test","express-app-v5.2.1",1,500,"","","60s",1288,18.39662639406355,20.14346923602485,20.8993025,23.033533,26.818947999999995,36.793819239999955,49.342187,474391008,654304,0
"perf-test","express-app-v5.2.1",100,500,"","","60s",2444,34.045998897444285,855.9798000335509,784.314183,1489.0664391000005,1684.26864295,2064.015571210001,3259.88931,900164304,1242568,0
"perf-test","express-app-v5.2.1",200,500,"","","60s",2507,33.84050103528582,2054.892489141609,1495.246819,4614.298375400002,5508.792326999997,6944.1799834600015,9811.761726,923368212,1456944,0
"perf-test","express-app-v5.2.1",50,500,"","","60s",2445,34.47620571871426,414.20997816073685,380.808179,713.8282375999997,813.6577293999999,1047.8783589999998,1875.49031,900532620,1242060,0
"large","express-app-v5.2.1",25,"","",100,"60s",97329,1390.0324782851637,15.42237944115334,13.546461,28.073517799999998,32.76377539999999,42.38918288000001,124.349118,9991308495,11095506,0
"large","express-app-v5.2.1",50,"","",100,"60s",96638,1379.8037287895781,31.902199073138835,30.443368,50.7177133,61.04653484999999,84.10414300000001,250.101308,9920373890,11016732,0
"large","express-app-v5.2.1",25,"","",500,"60s",22114,315.55340779726737,67.5220141428505,66.838548,93.267071,103.42010464999997,137.8020366999998,244.446043,11328007070,2520996,0
"large","express-app-v5.2.1",50,"","",500,"60s",22394,319.248978427686,139.31917859694576,139.65547800000002,193.4666644,217.05705319999998,273.96076823,404.952036,11471438470,2552916,0
"params","express-app-v5.2.1",100,"","","","60s",810742,11580.96447882746,7.90595068601954,7.514093,12.609293100000004,16.968749,27.230541799999923,94.938612,244033342,299163798,0
"params","express-app-v5.2.1",200,"","","","60s",816081,11656.497270242919,15.317001385935157,14.358879,25.639089,34.646597,48.94215219999999,132.821819,245640381,301133889,0
"params","express-app-v5.2.1",50,"","","","60s",869329,12417.918711361597,3.6635247222972835,3.329588,5.767290200000001,7.719210999999999,13.584672319999969,86.956164,261668029,320782401,0
"minimal","express-app-v5.2.1",100,"","","","30s",645688,16140.115057866095,5.285437853159741,4.1677444999999995,10.9435813,13.390300500000006,22.632892500000004,103.413904,183375392,61340360,0
"minimal","express-app-v5.2.1",200,"","","","30s",600297,15000.664425553368,10.732912632881558,8.903971,20.2108542,26.960995999999966,41.92722340000006,133.576691,170484348,57028215,0
"minimal","express-app-v5.2.1",500,"","","","30s",529639,13235.14274905563,31.477018864966183,28.992542,56.484493,74.01663099999999,90.80458021999999,150.111532,150417476,50315705,0
"nested","express-app-v5.2.1",100,100,1,"","60s",111663,1593.8464851408824,55.11424338426398,55.643335,85.2714562,97.104067,138.82243944000047,302.653575,393388749,12952908,0
"nested","express-app-v5.2.1",50,100,1,"","60s",115537,1649.1328122532773,26.145884878593243,25.465205,41.499110400000006,47.6047184,67.34309259999999,205.600697,407036851,13402292,0
"nested","express-app-v5.2.1",100,100,2,"","60s",91037,1299.2292098643716,66.45208166318102,65.186369,109.01797400000001,137.94304419999995,197.19152379999997,476.579495,375345551,10560292,0
"nested","express-app-v5.2.1",50,100,2,"","60s",93505,1335.1585004246767,31.64304819137989,29.926248,51.9545522,63.936536000000004,96.22256780000009,218.959603,385521115,10846580,0
"nested","express-app-v5.2.1",100,100,3,"","60s",76195,1087.1630319081091,77.65920455697857,76.775971,131.22413600000002,163.749119,233.97274553999995,464.996483,359945180,8838620,0
"nested","express-app-v5.2.1",50,100,3,"","60s",78870,1125.7935969306543,36.61428016202607,33.083627,64.3445829,83.44041045000004,128.02385649999988,372.178203,372581880,9148920,0
"post","express-app-v5.2.1",100,100,"","","60s",37385,532.7528759118795,153.51819429378057,148.133365,285.7987923999999,349.6662939999998,486.60991035999996,1051.545965,386000125,8635935,0
"post","express-app-v5.2.1",200,100,"","","60s",36749,522.3699523684376,269.0980231560338,259.977416,474.54862980000007,574.4560675999998,806.1014689599976,1612.19646,379433425,8489019,0
"post","express-app-v5.2.1",50,100,"","","60s",38297,546.4788738295103,74.50121089035684,70.908783,129.93403,161.06075299999992,221.6834848000001,461.140162,395416525,8846607,0
"post","express-app-v5.2.1",100,10,"","","60s",269795,3852.363834170824,23.46430151536918,21.99132,38.80340040000001,43.920679299999996,55.136322039999996,263.874257,331847850,62052850,0
"post","express-app-v5.2.1",200,10,"","","60s",254368,3631.882097735373,47.97511238606769,47.1683525,76.3092893,83.53721334999999,104.03230152999988,233.505506,312872640,58504640,0
"post","express-app-v5.2.1",50,10,"","","60s",286820,4096.821637779093,10.853072431800369,9.291671000000001,22.219602,26.22961505,33.00561111,121.844019,352788600,65968600,0
"perf-test","fastapi-app-v0.139.0",1,100,"","","60s",4472,63.871967243561194,8.147300939847918,6.1874649999999995,13.931517099999999,15.44805955,19.152064009999997,128.541502,328857464,2280720,0
"perf-test","fastapi-app-v0.139.0",100,100,"","","60s",12763,181.16734300657797,417.95225812591025,394.970855,743.9244432000002,891.7159899,1190.609396999998,1866.236105,938552731,6509130,0
"perf-test","fastapi-app-v0.139.0",200,100,"","","60s",12940,181.7506820205158,784.2207314938157,747.411632,1382.364477,1627.6781569499997,2333.13937529,4514.539207,951568780,6601950,0
"perf-test","fastapi-app-v0.139.0",50,100,"","","60s",12746,181.50335012222885,195.210731014829,173.469916,371.338705,446.45934275,640.961096199999,1077.844443,937302602,6500460,0
"perf-test","fastapi-app-v0.139.0",1,10,"","","60s",18874,269.6084781788624,2.316522600349678,1.815299,3.683494,3.9678636499999995,5.183951500000001,41.246988,139459986,9606866,0
"perf-test","fastapi-app-v0.139.0",100,10,"","","60s",107587,1535.0345635557344,58.31360052527781,59.580766,84.32614860000004,95.14386529999999,128.9774796,280.90749,794960343,54761783,0
"perf-test","fastapi-app-v0.139.0",200,10,"","","60s",107477,1532.6584911037203,114.21630024037724,117.956877,165.21735060000003,186.10971459999996,248.61349724000002,465.060256,794147553,54705793,0
"perf-test","fastapi-app-v0.139.0",50,10,"","","60s",110369,1576.0804994045204,27.811828773994307,27.267485,42.3470454,48.05370199999999,66.61325383999998,166.920797,815516541,56177821,0
"perf-test","fastapi-app-v0.139.0",1,1,"","","60s",59809,854.4082337698843,0.9950860561955499,0.819168,1.4569958000000005,1.8003999999999998,2.3673705999999965,40.433567,51615167,30382972,0
"perf-test","fastapi-app-v0.139.0",100,1,"","","60s",357656,5108.71408295923,17.973027663685073,15.337576,29.085865499999997,35.26089275,54.08889205000004,240.950536,308657128,181689248,0
"perf-test","fastapi-app-v0.139.0",200,1,"","","60s",353798,5052.928713966595,36.31881185540049,29.9482985,70.52945129999996,88.78572134999995,135.53235929999994,395.986069,305327674,179729384,0
"perf-test","fastapi-app-v0.139.0",50,1,"","","60s",353397,5048.152141468735,9.010815649892441,8.706939,12.491473800000001,16.189513200000004,25.40864436,100.963214,304981611,179525676,0
"perf-test","fastapi-app-v0.139.0",1,500,"","","60s",852,12.164625632619657,42.33758768661967,36.1607145,59.6079842,62.80530809999999,75.59290253,93.724735,316473696,434520,0
"perf-test","fastapi-app-v0.139.0",100,500,"","","60s",2744,38.31524945621255,842.87165996137,769.208451,1411.9670033000002,1597.28491395,2140.772367590001,4478.59358,1019253312,1401990,0
"perf-test","fastapi-app-v0.139.0",200,500,"","","60s",2789,37.96050647005894,2058.1384886794563,1490.064231,4720.657540400003,5440.820297599999,6528.393356,8992.720983,1035968472,1658520,0
"perf-test","fastapi-app-v0.139.0",50,500,"","","60s",2737,38.619842870618996,423.85458790537007,388.620761,712.7697544000001,810.8603325999999,1016.2844275999995,1542.783818,1016653176,1395870,0
"large","fastapi-app-v0.139.0",25,"","",100,"60s",99156,1416.1384138720953,14.962868031364922,13.9435455,24.955078,28.9699515,40.24137344999991,114.991428,10167654552,11502096,0
"large","fastapi-app-v0.139.0",50,"","",100,"60s",98226,1401.7456573485101,31.197525078787805,30.6311325,47.6409975,55.31554,78.38151675,216.811596,10072290492,11394216,0
"large","fastapi-app-v0.139.0",25,"","",500,"60s",23398,333.94135001254404,60.013314553038676,57.904725,94.63728599999999,110.82263684999997,143.38521756999995,246.094667,11983098516,2714168,0
"large","fastapi-app-v0.139.0",50,"","",500,"60s",23986,341.9725000328789,124.35490969732336,123.040537,189.05906900000002,224.76753324999999,293.60845700000004,564.094989,12284238012,2782376,0
"params","fastapi-app-v0.139.0",100,"","","","60s",431002,6156.596489882943,14.98967453382784,13.64235,21.7149909,26.24399044999997,42.219388089999946,175.473854,82321382,159901742,0
"params","fastapi-app-v0.139.0",200,"","","","60s",428414,6119.240910741476,30.214192461014125,23.015777,61.550677000000015,78.96004099999992,125.5035489,379.736183,81827074,158941594,0
"params","fastapi-app-v0.139.0",50,"","","","60s",419870,5995.685091263644,7.657515921551968,7.427113,9.326028,11.560321,20.55761628999999,92.230652,80195170,155771770,0
"minimal","fastapi-app-v0.139.0",100,"","","","30s",464452,11610.008811736267,7.456667658890575,6.482480499999999,11.777377,15.706438999999989,26.73970556999997,123.686308,84530257,45051844,0
"minimal","fastapi-app-v0.139.0",200,"","","","30s",461427,11533.583885119973,15.010594132614901,10.937963,31.082328,40.68339399999994,65.22084825999995,291.570115,83979714,44758419,0
"minimal","fastapi-app-v0.139.0",500,"","","","30s",437938,10940.951808503556,39.60156344418547,28.2794295,93.593015,124.51286999999988,199.14035653000005,570.29558,79704716,42479986,0
"nested","fastapi-app-v0.139.0",100,100,1,"","60s",136560,1949.656795262711,45.81770602015255,46.6778815,67.36946990000001,76.08784799999998,106.42509419,266.861482,534222720,16114080,0
"nested","fastapi-app-v0.139.0",50,100,1,"","60s",142128,2029.8142592539548,21.61682424672813,20.747346999999998,34.496397,39.032093749999994,53.997489990000076,222.942378,556004736,16771104,0
"nested","fastapi-app-v0.139.0",100,100,2,"","60s",131976,1884.0195494824313,47.49056003114985,48.207509,69.776377,79.57092899999999,111.94807525,255.411787,635068512,15573168,0
"nested","fastapi-app-v0.139.0",50,100,2,"","60s",136207,1944.9989838465926,22.526256032112947,21.623349,35.9204,40.705026999999994,57.72779820000001,195.579263,655428084,16072426,0
"nested","fastapi-app-v0.139.0",100,100,3,"","60s",129393,1846.9946445307933,48.35499413876322,49.412407,71.219002,80.86019499999999,111.01955432000001,260.847052,739092816,15268374,0
"nested","fastapi-app-v0.139.0",50,100,3,"","60s",133337,1903.7328240228921,23.0338856858415,22.150554,36.405330600000006,41.29330399999999,58.72185863999993,265.974108,761620944,15733766,0
"post","fastapi-app-v0.139.0",100,100,"","","60s",89602,1278.7198245224552,69.45445395923058,70.661619,103.66914710000006,116.96880094999999,162.3501010000003,312.364762,1148070426,20877266,0
"post","fastapi-app-v0.139.0",200,100,"","","60s",87236,1243.7391226917605,137.7261505506417,140.0717775,208.2428975,236.75179874999998,327.43817314999995,896.067878,1117754868,20325988,0
"post","fastapi-app-v0.139.0",50,100,"","","60s",91177,1301.7607659080047,33.38232205409287,33.099596,50.775050000000014,58.313668,80.89147544000001,257.242889,1168250901,21244241,0
"post","fastapi-app-v0.139.0",100,10,"","","60s",425074,6071.352315363019,14.974668051454477,12.212519,27.3742884,34.00600049999999,52.97791580000004,173.580595,586602120,98617168,0
"post","fastapi-app-v0.139.0",200,10,"","","60s",435925,6224.897303830868,29.30376088168644,25.829857,50.391374,58.299892,86.39544560000002,337.723133,601576500,101134600,0
"post","fastapi-app-v0.139.0",50,10,"","","60s",469957,6712.950102040013,6.705851021108502,5.58222,11.477140400000003,15.420691999999988,23.154426800000003,93.550766,648540660,109030024,0
"perf-test","fastify-app-v5.10.0",1,100,"","","60s",5773,82.46336712583143,4.976312992897981,5.323932,6.0360868000000005,6.598448399999995,9.762226399999971,24.640609,421215399,2938457,0
"perf-test","fastify-app-v5.10.0",100,100,"","","60s",11470,162.6276279654656,452.3665171368798,423.295302,808.659562,966.8300935499999,1295.06694841,2256.684816,836885610,5838230,0
"perf-test","fastify-app-v5.10.0",200,100,"","","60s",11565,162.67198516202615,842.7818411073939,775.032566,1561.0747305999998,1899.5660995999995,2749.517559280004,4163.026786,843817095,5886585,0
"perf-test","fastify-app-v5.10.0",50,100,"","","60s",11598,164.70979334097933,207.60188991972788,183.0740485,399.8478197000001,496.65700249999986,714.3226049000002,1245.555608,846224874,5903382,0
"perf-test","fastify-app-v5.10.0",1,10,"","","60s",23150,330.695247593606,1.6869290324406097,1.435385,2.710288900000001,2.9327560999999998,4.025111409999997,21.937325,170823850,11760200,0
"perf-test","fastify-app-v5.10.0",100,10,"","","60s",99399,1418.5894670353491,62.72973021089827,63.869046,91.7383736,104.3965361,146.22986038,745.551362,733465221,50494692,0
"perf-test","fastify-app-v5.10.0",200,10,"","","60s",97087,1384.4243917328067,117.56730456539118,121.527959,181.9499116,200.53708460000001,270.07608891999985,1075.465157,716404973,49320196,0
"perf-test","fastify-app-v5.10.0",50,10,"","","60s",101290,1446.376952775002,30.10600734805023,29.96122,46.0484231,51.99667349999999,68.6726641,323.493549,747418910,51455320,0
"perf-test","fastify-app-v5.10.0",1,1,"","","60s",52632,751.8662215524275,1.0885552088653188,0.9730975,1.7065140000000003,1.9362284999999988,2.601676290000001,30.49295,47579328,26684424,0
"perf-test","fastify-app-v5.10.0",100,1,"","","60s",180901,2582.92996180997,35.727477543611506,32.843782,73.918269,86.789877,113.362521,579.912022,163534504,91716807,0
"perf-test","fastify-app-v5.10.0",200,1,"","","60s",180941,2582.2466462362045,71.68042525134217,71.06915,112.919367,125.102606,152.16320000000002,294.093724,163570664,91737087,0
"perf-test","fastify-app-v5.10.0",50,1,"","","60s",185109,2643.720066201266,17.362073226477502,15.946655,33.905277,40.573455,55.04037820000005,291.796691,167338536,93850263,0
"perf-test","fastify-app-v5.10.0",1,500,"","","60s",1315,18.761933365779704,19.661365952851682,20.363182,22.813749,24.855446699999998,31.21086293999999,50.560806,484247435,669335,0
"perf-test","fastify-app-v5.10.0",100,500,"","","60s",2455,34.189812659636104,865.930881815071,796.321835,1515.637785,1696.1789202999994,2095.0422898800007,3051.663565,904051295,1249595,0
"perf-test","fastify-app-v5.10.0",200,500,"","","60s",2505,34.013221145474006,1781.6881404051896,1637.163059,3144.6142374,3420.0094641999976,4156.12893648,5753.003058,922463745,1275045,0
"perf-test","fastify-app-v5.10.0",50,500,"","","60s",2450,34.56992657767387,409.1160622938776,369.0693425,711.0954717999998,807.7867899999999,1066.5855435799997,1426.771114,902210050,1247050,0
"large","fastify-app-v5.10.0",25,"","",100,"60s",97217,1388.52381299916,15.393031675149341,13.822081,27.11504900000001,32.1198046,42.330792239999994,121.239966,9973297596,11179955,0
"large","fastify-app-v5.10.0",50,"","",100,"60s",96799,1382.2368746239015,31.825173776774594,30.505483,50.026621199999994,60.465973899999995,83.67014680000004,234.475855,9930415812,11131885,0
"large","fastify-app-v5.10.0",25,"","",500,"60s",22105,315.36248884236204,67.44922926776738,66.399795,93.78680960000001,104.45775299999998,140.6269048399998,302.512698,11321915740,2542075,0
"large","fastify-app-v5.10.0",50,"","",500,"60s",22222,316.7833741851907,140.27832437687965,140.1568255,196.38526600000006,219.939504,283.6387119000002,447.359968,11381841736,2555530,0
"params","fastify-app-v5.10.0",100,"","","","60s",822791,11753.328114806569,7.7865623913253295,7.492783,12.363145,16.55896,26.339105999999983,146.937987,195001467,304432670,0
"params","fastify-app-v5.10.0",200,"","","","60s",824259,11773.43658243287,15.108132907741677,14.334129,25.091701000000015,33.498636000000005,46.995765600000006,146.37498,195349383,304975830,0
"params","fastify-app-v5.10.0",50,"","","","60s",874658,12493.695273758301,3.6401047500828354,3.3612335,5.718443000000001,7.688416649999997,13.152436569999994,56.892327,207293946,323623460,0
"minimal","fastify-app-v5.10.0",100,"","","","30s",649795,16243.078267430603,5.222413210324758,4.094464,11.079408999999997,13.3290303,22.284765399999962,93.454131,142954900,62380320,0
"minimal","fastify-app-v5.10.0",200,"","","","30s",609056,15214.399127680632,10.453687305578018,8.791821500000001,19.8180155,25.82631,39.99154149999998,98.151408,133992320,58469376,0
"minimal","fastify-app-v5.10.0",500,"","","","30s",527572,13180.259693815182,31.760851023704213,29.203451,57.28918300000005,74.78186649999996,91.50830179999998,137.265896,116065840,50646912,0
"nested","fastify-app-v5.10.0",100,100,1,"","60s",112133,1600.4349831479383,54.87306709181908,55.103979,84.795257,96.77083899999997,138.79859939999997,248.869261,387755914,13119561,0
"nested","fastify-app-v5.10.0",50,100,1,"","60s",117362,1675.7818328920885,25.80679359462157,25.2266355,40.82343190000002,46.58637399999999,64.78195949999999,206.078635,405837796,13731354,0
"nested","fastify-app-v5.10.0",100,100,2,"","60s",91060,1299.5076115540442,65.93460105281214,65.0444675,107.46637510000001,133.79038605000002,193.21975071000008,424.118373,369521480,10654020,0
"nested","fastify-app-v5.10.0",50,100,2,"","60s",93419,1333.547477046803,31.50034729386971,30.016357,51.8033658,63.162712999999954,95.06529441999987,330.094252,379094302,10930023,0
"nested","fastify-app-v5.10.0",100,100,3,"","60s",76578,1092.0660243313437,77.29098711588126,75.36619350000001,130.3632697,164.3048744999998,238.84292379999985,533.76799,356700324,8959626,0
"nested","fastify-app-v5.10.0",50,100,3,"","60s",79995,1141.8341319532863,36.05892883342739,32.37034,64.2588504,83.44982230000002,125.94732359999979,308.708862,372616710,9359415,0
"post","fastify-app-v5.10.0",100,100,"","","60s",37505,533.9316819348987,153.5664083193165,149.152303,274.441557,337.4912361999996,479.2032628399999,894.849351,384763795,8701160,0
"post","fastify-app-v5.10.0",200,100,"","","60s",36976,524.6850341912984,262.3175156011727,252.863047,465.475975,558.594585,783.58652925,1618.353331,379336784,8578432,0
"post","fastify-app-v5.10.0",50,100,"","","60s",38052,542.5357742338311,74.97227921525752,70.89236149999999,131.88262,164.6830565,226.3807338999998,443.457332,390375468,8828064,0
"post","fastify-app-v5.10.0",100,10,"","","60s",268834,3839.167112358791,23.53048587455102,22.0612495,39.1463167,44.30869819999999,55.350215699999865,134.453278,313191610,62100654,0
"post","fastify-app-v5.10.0",200,10,"","","60s",256781,3664.1158620318593,48.25916704110116,47.277188,76.183025,83.410141,104.0070472,237.116386,299149865,59316411,0
"post","fastify-app-v5.10.0",50,10,"","","60s",287847,4110.967316979502,10.803293645756357,9.270768,22.042344,26.039384300000005,32.93036445999999,97.496622,335341755,66492657,0
"perf-test","go-app-v1.26",1,100,"","","60s",6916,98.79908931515999,3.6756082559282817,3.9445525,5.130408,5.57001625,7.2369645000000125,14.560232,507074204,3471832,0
"perf-test","go-app-v1.26",100,100,"","","60s",12974,184.03932448824187,418.81770722375524,394.6399285,742.2251150000002,886.2875321499993,1211.3616207,1995.088991,951240706,6512948,0
"perf-test","go-app-v1.26",200,100,"","","60s",13141,183.63310043136303,771.7862573012661,751.659507,1334.183299,1631.787383,2179.9611982000006,4182.327186,963484979,6596782,0
"perf-test","go-app-v1.26",50,100,"","","60s",13133,186.59515163872538,190.7069261621874,170.963384,367.56653520000015,446.9961135999999,618.2589044400002,1070.175529,962898427,6592766,0
"perf-test","go-app-v1.26",1,10,"","","60s",32027,457.51354840912137,1.2047723855809207,0.908518,1.9651504000000002,2.272810999999998,3.0833100799999955,10.401703,236199125,16045527,0
"perf-test","go-app-v1.26",100,10,"","","60s",110995,1583.384222116305,56.43424467311092,58.427385,82.1813946,91.75445599999998,120.26285973999998,243.736072,818588125,55608495,0
"perf-test","go-app-v1.26",200,10,"","","60s",108648,1548.8248871707074,110.16878348895563,115.647517,163.61492,180.79848685,229.97685916999993,460.722582,801279000,54432648,0
"perf-test","go-app-v1.26",50,10,"","","60s",113583,1621.4892286860093,27.036157184684665,26.638491,42.4675742,47.931319899999984,62.41921437999989,133.58337,837674625,56905083,0
"perf-test","go-app-v1.26",1,1,"","","60s",64883,926.885048218669,0.9067584399457489,0.751399,1.2527866000000005,1.5526609999999998,2.1352364000000006,10.079149,54826135,32441500,0
"perf-test","go-app-v1.26",100,1,"","","60s",206466,2947.956141684711,31.281669741584846,29.438314499999997,62.5941165,76.7236475,97.00540935000004,189.680822,174463770,103233000,0
"perf-test","go-app-v1.26",200,1,"","","60s",206187,2942.8081611175767,62.8791779510058,63.463845,96.267388,108.61681429999999,130.8845083999999,1217.604656,174228015,103093500,0
"perf-test","go-app-v1.26",50,1,"","","60s",213455,3048.786273219847,15.041493060799455,13.979452,29.406197000000006,36.47445669999999,47.877317399999946,103.009977,180369475,106727500,0
"perf-test","go-app-v1.26",1,500,"","","60s",1510,21.55842932176434,16.13721950993378,16.5712835,19.448891,20.821498,28.91059086000006,44.006413,559008040,758020,0
"perf-test","go-app-v1.26",100,500,"","","60s",2786,38.87441296858453,814.9596820800447,739.742886,1420.6748054999998,1627.631813,2061.537016500001,3239.775936,1031388344,1398572,0
"perf-test","go-app-v1.26",200,500,"","","60s",2824,38.663743759909316,1664.6712759918578,1518.5657725,2929.443642600003,3279.3331411,3930.98873432,8316.850425,1045456096,1417648,0
"perf-test","go-app-v1.26",50,500,"","","60s",2779,39.20074294598828,399.54711933141436,359.506456,701.7160670000004,801.668281,1041.2202535599993,1914.812657,1028796916,1395058,0
"large","go-app-v1.26",25,"","",100,"60s",99899,1426.8009895803661,14.781035573319109,13.733501,25.424815,29.568543099999996,40.66812182,127.294857,10244043056,10789092,0
"large","go-app-v1.26",50,"","",100,"60s",99113,1415.2361049795732,30.889502018625425,30.389193,47.7001778,55.12143399999998,79.00950600000029,214.028326,10163443472,10704204,0
"large","go-app-v1.26",25,"","",500,"60s",23451,334.68161703027874,59.596832711099474,57.220507,95.86184,111.2621455,144.5100725,255.966204,12010288944,2532708,0
"large","go-app-v1.26",50,"","",500,"60s",23935,341.1011478044503,124.32438961704625,122.75451,190.17625500000003,227.5412313,298.0968228,664.902244,12258166640,2584980,0
"params","go-app-v1.26",100,"","","","60s",1048350,14974.914771413536,5.7810351282176935,4.646348,12.1893909,14.319103499999999,22.94154541,75.399156,183461250,380551050,0
"params","go-app-v1.26",200,"","","","60s",970790,13866.406003780547,10.976309671232663,9.327817,20.557554,26.50399394999997,40.400749409999996,116.156617,169888250,352396770,0
"params","go-app-v1.26",50,"","","","60s",1081499,15449.03121707921,2.929684963243784,2.405092,5.903930000000001,7.1326469,11.766341620000002,49.329125,189262325,392584137,0
"minimal","go-app-v1.26",100,"","","","30s",675345,16881.603601849194,5.0060780878780005,3.925655,10.871005,12.921237199999998,20.808409639999947,55.316543,108655173,60105705,0
"minimal","go-app-v1.26",200,"","","","30s",629845,15736.475795109396,9.961714717220843,8.389863,18.9558234,24.75845799999997,38.438999999999936,91.967988,101334812,56056205,0
"minimal","go-app-v1.26",500,"","","","30s",544918,13612.602323851224,30.54007833807937,28.098525000000002,55.391541700000005,72.96270964999998,89.22336986999966,165.789569,87670673,48497702,0
"nested","go-app-v1.26",100,100,1,"","60s",140496,2005.0800139000578,44.48858767290189,45.913694,65.903353,73.22640925,99.75426454999995,194.692039,549901344,15454560,0
"nested","go-app-v1.26",50,100,1,"","60s",147445,2105.7824895862946,20.781025383743096,20.106379,34.0745824,38.356638999999994,49.347575319999955,218.101071,577099730,16218950,0
"nested","go-app-v1.26",100,100,2,"","60s",135252,1929.975723341058,46.11819405434232,47.46432,68.35030900000002,76.57420779999998,105.64996679999996,200.049163,651238380,14877720,0
"nested","go-app-v1.26",50,100,2,"","60s",139451,1991.0585809498696,22.030687631813127,21.321961,35.926886,40.46935,52.833183500000004,191.975516,671456565,15339610,0
"nested","go-app-v1.26",100,100,3,"","60s",131973,1883.8926148942105,47.28272949608602,48.790581,69.8726418,78.41203859999999,106.77882323999998,224.056505,754225695,14517030,0
"nested","go-app-v1.26",50,100,3,"","60s",138008,1970.6024996213155,22.250115143745155,21.6212565,36.2105927,40.713784849999996,51.92668362999986,179.238479,788715720,15180880,0
"post","go-app-v1.26",100,100,"","","60s",91198,1300.733842370571,68.23207069022278,69.249708,102.638805,114.26973535,159.14027069999995,318.692427,1168702370,20519550,0
"post","go-app-v1.26",200,100,"","","60s",89079,1269.6718541617834,121.27699326342945,125.869972,197.873259,215.65422189999995,296.07227638000023,694.156703,1141547385,20042775,0
"post","go-app-v1.26",50,100,"","","60s",93765,1338.475060179565,32.452610687154014,32.333989,50.0378726,57.116456,78.22635720000004,225.343968,1201598475,21097125,0
"post","go-app-v1.26",100,10,"","","60s",504005,7198.258745675439,12.517327071322729,11.345666,22.91256440000001,28.33499039999999,38.55305348000001,83.703668,687462820,112897120,0
"post","go-app-v1.26",200,10,"","","60s",461786,6594.848234138335,27.047888608339495,24.8308905,47.13104,54.2246935,66.8915235,147.607178,629876104,103440064,0
"post","go-app-v1.26",50,10,"","","60s",531946,7598.40724015977,5.902603237852841,4.869703,12.423972,14.606344,20.50351795000007,64.824475,725574344,119155904,0
"perf-test","java25-spring-boot-v4.1.0",1,100,"","","60s",5992,85.5943014481085,4.739553931408542,4.206161,6.430149999999999,6.710513949999999,9.416513600000009,23.082212,437297281,3085880,0
"perf-test","java25-spring-boot-v4.1.0",100,100,"","","60s",11785,166.74675593060425,441.7787340030554,420.188566,788.6098978000002,932.2017143999996,1259.9651735199998,2411.732768,860070915,6069275,0
"perf-test","java25-spring-boot-v4.1.0",200,100,"","","60s",11818,166.10632720220823,860.5410501345432,813.3726105000001,1525.8856044000004,1861.0995772499996,2622.6766703,4724.154631,862477659,6086270,0
"perf-test","java25-spring-boot-v4.1.0",50,100,"","","60s",11840,168.4067130155646,203.3325603560815,179.97094650000003,395.21261180000005,488.9307664499996,710.1996334600007,1388.894821,864084986,6097600,0
"perf-test","java25-spring-boot-v4.1.0",1,10,"","","60s",28662,409.4447758642992,1.3466699086246559,0.9984615,2.402175,2.5788529999999996,3.4612673999999997,10.262624,210183880,14732268,0
"perf-test","java25-spring-boot-v4.1.0",100,10,"","","60s",101320,1445.6997137057883,60.95206814243001,62.367686,89.56745620000001,101.41455599999998,134.6865768899999,276.194444,742997876,52078480,0
