timestamp,cpu_percent,mem_usage_mb,mem_limit_mb,mem_percent
1769004995,0.03,15.53,31334.40,0.05
1769004998,0.03,15.53,31334.40,0.05
1769005001,0.04,15.53,31334.40,0.05
1769005004,0.06,15.53,31334.40,0.05
1769005007,0.04,15.53,31334.40,0.05
1769005010,0.06,15.53,31334.40,0.05
1769005013,0.03,15.53,31334.40,0.05
1769005016,0.04,15.53,31334.40,0.05
1769005019,0.03,15.53,31334.40,0.05
1769005022,0.03,15.53,31334.40,0.05
1769005025,0.09,15.53,31334.40,0.05
1769005029,0.03,15.53,31334.40,0.05
1769005032,97.58,17.51,31334.40,0.06
1769005035,192.80,19.49,31334.40,0.06
1769005038,0.03,19.33,31334.40,0.06
1769005041,0.06,19.33,31334.40,0.06
1769005044,0.03,19.33,31334.40,0.06
1769005047,0.04,19.33,31334.40,0.06
1769005050,0.03,19.33,31334.40,0.06
1769005053,0.03,19.33,31334.40,0.06
1769005056,0.03,19.33,31334.40,0.06
1769005059,0.04,19.33,31334.40,0.06
1769005062,0.03,19.33,31334.40,0.06
1769005065,0.03,19.33,31334.40,0.06
1769005068,0.08,19.33,31334.40,0.06
1769005071,0.09,19.33,31334.40,0.06
1769005075,0.05,19.33,31334.40,0.06
1769005078,0.06,19.33,31334.40,0.06
1769005081,0.05,19.33,31334.40,0.06
1769005084,0.03,19.33,31334.40,0.06
1769005087,0.05,19.33,31334.40,0.06
1769005090,0.06,19.33,31334.40,0.06
1769005093,0.06,19.33,31334.40,0.06
1769005096,0.06,19.33,31334.40,0.06
1769005099,0.05,19.33,31334.40,0.06
1769005102,0.04,19.33,31334.40,0.06
1769005105,0.05,19.33,31334.40,0.06
1769005108,0.06,19.33,31334.40,0.06
1769005112,0.04,19.33,31334.40,0.06
1769005115,0.03,19.33,31334.40,0.06
1769005118,0.04,19.33,31334.40,0.06
1769005121,0.05,19.33,31334.40,0.06
1769005124,0.03,19.33,31334.40,0.06
1769005127,0.04,19.33,31334.40,0.06
1769005130,0.07,19.33,31334.40,0.06
1769005133,0.05,19.33,31334.40,0.06
1769005136,0.06,19.33,31334.40,0.06
1769005139,0.06,19.33,31334.40,0.06
1769005142,0.05,19.33,31334.40,0.06
1769005145,0.05,19.33,31334.40,0.06
1769005148,0.06,19.33,31334.40,0.06
1769005151,0.04,19.33,31334.40,0.06
1769005154,0.06,19.33,31334.40,0.06
1769005157,0.05,19.33,31334.40,0.06
1769005161,0.07,19.33,31334.40,0.06
1769005164,0.05,19.33,31334.40,0.06
1769005167,0.06,19.33,31334.40,0.06
1769005170,0.03,19.33,31334.40,0.06
1769005173,0.05,19.33,31334.40,0.06
1769005176,0.07,19.33,31334.40,0.06
1769005179,0.05,19.33,31334.40,0.06
1769005182,0.06,19.33,31334.40,0.06
1769005185,0.07,19.33,31334.40,0.06
1769005188,0.08,19.33,31334.40,0.06
1769005191,0.06,19.33,31334.40,0.06
1769005195,0.05,19.33,31334.40,0.06
1769005198,0.04,19.33,31334.40,0.06
1769005201,0.05,19.33,31334.40,0.06
1769005204,0.04,19.33,31334.40,0.06
1769005207,0.03,19.33,31334.40,0.06
1769005210,0.04,19.33,31334.40,0.06
1769005213,0.05,19.33,31334.40,0.06
1769005216,0.07,19.33,31334.40,0.06
1769005219,0.06,19.33,31334.40,0.06
1769005222,0.06,19.33,31334.40,0.06
1769005225,0.05,19.33,31334.40,0.06
1769005228,0.05,19.33,31334.40,0.06
1769005231,0.10,19.33,31334.40,0.06
1769005235,0.06,19.33,31334.40,0.06
1769005238,0.06,19.33,31334.40,0.06
1769005241,0.05,19.33,31334.40,0.06
1769005244,0.05,19.33,31334.40,0.06
1769005247,0.04,19.33,31334.40,0.06
1769005250,0.06,19.33,31334.40,0.06
1769005253,0.06,19.33,31334.40,0.06
1769005256,0.06,19.33,31334.40,0.06
1769005259,0.06,19.33,31334.40,0.06
1769005262,0.06,19.33,31334.40,0.06
1769005265,0.06,19.33,31334.40,0.06
1769005268,0.11,19.33,31334.40,0.06
1769005272,0.07,19.33,31334.40,0.06
1769005275,0.06,19.33,31334.40,0.06
1769005278,0.07,19.33,31334.40,0.06
1769005281,0.04,19.33,31334.40,0.06
1769005284,0.03,19.33,31334.40,0.06
1769005287,0.05,19.33,31334.40,0.06
1769005290,0.06,19.33,31334.40,0.06
1769005293,0.05,19.33,31334.40,0.06
1769005296,0.06,19.33,31334.40,0.06
1769005299,0.05,19.33,31334.40,0.06
1769005302,0.06,19.33,31334.40,0.06
1769005305,0.05,19.33,31334.40,0.06
1769005309,0.06,19.33,31334.40,0.06
1769005312,0.06,19.33,31334.40,0.06
1769005315,0.05,19.33,31334.40,0.06
1769005318,0.06,19.33,31334.40,0.06
1769005321,0.03,19.33,31334.40,0.06
1769005324,0.06,19.33,31334.40,0.06
1769005327,0.05,19.33,31334.40,0.06
1769005330,0.07,19.33,31334.40,0.06
1769005333,0.05,19.33,31334.40,0.06
1769005336,0.08,19.33,31334.40,0.06
1769005339,0.06,19.33,31334.40,0.06
1769005342,0.06,19.33,31334.40,0.06
1769005346,0.06,19.33,31334.40,0.06
1769005349,0.06,19.33,31334.40,0.06
1769005352,0.07,19.33,31334.40,0.06
1769005355,0.06,19.33,31334.40,0.06
1769005358,0.04,19.33,31334.40,0.06
1769005361,0.06,19.33,31334.40,0.06
1769005364,0.07,19.33,31334.40,0.06
1769005367,0.07,19.33,31334.40,0.06
1769005370,0.06,19.33,31334.40,0.06
1769005373,0.05,19.33,31334.40,0.06
1769005376,0.05,19.33,31334.40,0.06
1769005379,0.03,19.33,31334.40,0.06
1769005382,0.09,19.33,31334.40,0.06
1769005386,0.04,19.33,31334.40,0.06
1769005389,0.05,19.33,31334.40,0.06
1769005392,0.03,19.33,31334.40,0.06
1769005395,0.04,19.33,31334.40,0.06
1769005398,0.04,19.33,31334.40,0.06
1769005401,0.03,19.33,31334.40,0.06
1769005404,0.03,19.33,31334.40,0.06
1769005407,0.05,19.33,31334.40,0.06
1769005410,0.06,19.33,31334.40,0.06
1769005413,0.05,19.33,31334.40,0.06
1769005416,0.06,19.33,31334.40,0.06
1769005419,0.06,19.33,31334.40,0.06
1769005422,0.04,19.33,31334.40,0.06
1769005425,0.04,19.33,31334.40,0.06
1769005428,0.03,19.33,31334.40,0.06
1769005431,0.06,19.33,31334.40,0.06
1769005435,0.06,19.33,31334.40,0.06
1769005438,0.06,19.33,31334.40,0.06
1769005441,0.06,19.33,31334.40,0.06
1769005444,0.05,19.33,31334.40,0.06
1769005447,0.03,19.33,31334.40,0.06
1769005450,0.05,19.33,31334.40,0.06
1769005453,0.07,19.33,31334.40,0.06
1769005456,0.07,19.33,31334.40,0.06
1769005459,0.06,19.33,31334.40,0.06
1769005462,0.06,19.33,31334.40,0.06
1769005465,0.06,19.33,31334.40,0.06
1769005468,0.10,19.33,31334.40,0.06
1769005472,0.05,19.33,31334.40,0.06
1769005475,0.07,19.33,31334.40,0.06
1769005478,0.05,19.33,31334.40,0.06
